gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IDO1,3.0360643458376337,-1.3567872536412542,0.3394177897703688,-3.997395818761241,6.404316225486691e-5,0.007077139904275651
CHIT1,3.0932771046914374,1.205796309733263,0.34164922030974915,3.5293401478863404,4.1659729687098146e-4,0.015483532867038144
ANPEP,4.155178809159399,-1.1075337678630865,0.2202062607559017,-5.029528970072227,4.916862116147059e-7,1.0964602519007942e-4
CES1,10.10490452490875,-0.9038007241523973,0.30334220407254664,-2.9794756945072054,0.0028874213608693538,0.03245909715056238
MGST1,3.656898184019517,-0.8518848997400056,0.22229002556565114,-3.832312752550428,1.269442135296081e-4,0.007077139904275651
TYMP,24.73910589775455,-0.8018030157917223,0.30370658144623686,-2.640058084923853,0.008289181896459906,0.04516080956570239
MGST3,15.358202030076077,-0.7938293251801269,0.26703167895345836,-2.9727908250110113,0.0029510548986571013,0.03245909715056238
GSTO1,20.08267561512387,-0.7873224179440236,0.2941239039063804,-2.6768392758537174,0.0074320277296543655,0.044793031992241175
ALDOA,17.4245484683741,-0.7613778162713285,0.2775903101413371,-2.7428112165862975,0.006091569530443529,0.04319794392079162
TALDO1,10.277311730925156,-0.7590142966643099,0.23178003839423766,-3.274718141919075,0.0010576744415515037,0.02144194549690776
COX7A2,13.65410180987964,-0.7418216018401451,0.25336540393585155,-2.92787251264961,0.003412899539707319,0.03309028684151009
ACOT7,3.4273329107190165,-0.7319327769350312,0.21228319194667733,-3.4479073459517364,5.649478019820152e-4,0.015878777095861732
COX8A,11.329755888379442,-0.7098111248159842,0.24523596508855733,-2.8944006013133667,0.0037988316249231214,0.03529747718157734
RENBP,3.77855546210036,-0.707435045180578,0.18340422133739717,-3.8572451605634224,1.1467213385031527e-4,0.007077139904275651
NDUFA12,6.543292801464759,-0.705217405829977,0.21059181235701543,-3.3487408552922506,8.117968676772263e-4,0.020114522388002386
COX6C,14.026865943671066,-0.6940628982283537,0.25491008464256665,-2.7227753629345988,0.006473605925883808,0.04319794392079162
COX7B,12.447209356362121,-0.6873728738017336,0.2413806391594195,-2.847671943348195,0.004404029657022785,0.03777302359677235
ENO1,14.532084569603908,-0.6857657330528697,0.26087390713277936,-2.6287248908486247,0.008570566493951695,0.04516080956570239
COX6A1,11.550181513270836,-0.6854338697695564,0.23163873185550046,-2.959064161157383,0.0030857484754601094,0.03245909715056238
NDUFA13,4.667781610904671,-0.6808365159453865,0.19261531912133367,-3.534695573805887,4.082451986417836e-4,0.015483532867038144
ATP6V1G1,10.556736028463193,-0.6787113443830957,0.2302569445094513,-2.947625948173028,0.0032022427682169164,0.03245909715056238
NDUFB1,5.86826816727991,-0.6734646856540948,0.2049123972954758,-3.2865980513759965,0.0010140546381409358,0.02144194549690776
NDUFC2,4.908312408612536,-0.6579416426147348,0.19094728828809582,-3.445671569957313,5.696422276542326e-4,0.015878777095861732
ALDH1A1,7.142489291925737,-0.6447554072294861,0.2168354079877944,-2.9734784240855126,0.0029444510673513964,0.03245909715056238
PGK1,8.495145583141332,-0.6373417703032183,0.20877908926679828,-3.0527088346896694,0.002267858684750367,0.03245909715056238
NDUFB11,6.461802073385286,-0.615313162781485,0.1971580998890072,-3.1209124206810865,0.0018029164442165528,0.03231524114504155
TMEM258,7.485421918757589,-0.6083134802854185,0.2048986206330917,-2.968851026941341,0.0029891547344104256,0.03245909715056238
UQCR11,9.573270199152295,-0.6001870632586558,0.22117860542739165,-2.713585530114416,0.006655938378095829,0.04319794392079162
NDUFA3,4.473248094309867,-0.597282957356917,0.20732880900586,-2.8808488324458335,0.0039660580794395345,0.03537723806860065
NDUFA1,9.483874847380143,-0.584442674249467,0.21757112145790633,-2.6862143759393162,0.007226670553489596,0.04476520926189389
UQCRQ,9.023592570689196,-0.5729986455151445,0.21163667805816516,-2.7074638043490005,0.006779946355281196,0.04319794392079162
UQCRFS1,4.888121470329329,-0.5629887889857047,0.18243379642342092,-3.085989548115483,0.0020287595337694247,0.03231524114504155
ACADVL,4.696021226960122,-0.5424954279865057,0.17565164687597823,-3.088473337056405,0.0020118774602200804,0.03231524114504155
NDUFB7,7.05600570872179,-0.5408658888486035,0.19684040951215473,-2.747738079742237,0.006000792471452107,0.04319794392079162
NDUFB9,6.757236187445267,-0.5280173131893005,0.20127945280498194,-2.623304593841937,0.00870813816737759,0.04516080956570239
MTHFD2,4.262551796922944,-0.5213034563675408,0.1856768523695596,-2.807584519636142,0.00499145796088505,0.039753397331334504
B3GNT5,3.287683209122255,-0.5123306603463398,0.19505212141630512,-2.6266346483505214,0.008623386741977183,0.04516080956570239
PGD,5.416462178267057,-0.5118279235125691,0.1935325908022056,-2.644660113270886,0.008177300924906346,0.04516080956570239
ACP2,3.494850618091181,-0.5078980186308213,0.18076001616353962,-2.80979184119628,0.004957355126719664,0.039753397331334504
NDUFB8,6.18273793474423,-0.5011170353417886,0.16994222610312074,-2.9487493887346834,0.003190625937467084,0.03245909715056238
NDUFS7,5.267381778303741,-0.4907633608211129,0.19000159233536593,-2.5829434100472257,0.009796138976874048,0.0485453109298425
HSD17B10,3.353284187552607,-0.4880567559313515,0.18497728563745228,-2.6384685787201043,0.008328141780069142,0.04516080956570239
NDUFA2,5.247364451411697,-0.4841499623065305,0.18682416517927083,-2.5914739768378188,0.009556576898232066,0.04843446927967615
ACP1,3.095444580678501,-0.47821746678686916,0.17612596314677467,-2.7152014288111874,0.006623547076776061,0.04319794392079162
UQCRC1,4.381635581329535,-0.45980656864202335,0.1649908145391932,-2.7868616196982123,0.0053221200409249575,0.040925267900905705
