Feature,Value
ZC3H18@AM_55,0.0030714448228545215
TBP@AM_54,0.003059130515187745
TRAV10@Tcm-naive_II_53,0.002886553421926245
LINC00970@AM_55,0.0027827608254260413
NAA40@AM_55,0.0026938220255642476
ZCCHC14@B_56,-0.002685774189634134
ANXA2@Tcm-naive_II_34,0.0026545334952913233
HIST1H2BF@cDC1_45,0.002630819348088401
ZSCAN16-AS1@B_56,-0.002625832478806186
PIDD1@B_56,-0.0026172816083419046
SBSPON@AM_54,0.002596683741219393
CTA-293F17.1@AM_54,0.002590380732603591
EED@cDC1_45,0.002581913298310768
CELSR1@AM_57,0.0025759479365640714
LINC01568@AM_25,0.0025620129011152694
ASB16-AS1@B_56,-0.002533354399837949
ASB8@cDC2_14,0.0025323870317447922
ZNF385B@B_56,-0.0025225838161855737
BASP1@AZU1_mac_16,-0.002520730667837026
KLF6@B_56,0.0025146938017760363
TIFA@AM_54,0.0025107390027134984
KLF6@Tcm-naive_II_53,0.0025011982511735785
ZNF707@AM_55,0.002497353319716273
BCAS4@AM_55,0.0024728667821493204
RP11-89G4.1@AM_57,0.002450200165552606
FOXM1@AM_25,0.0024472511706809027
MAGI2@AM_54,0.0024420887776457493
HDAC3@AM_55,0.002428528855174703
ANXA2@Tcm-naive_II_53,0.002408569066776631
TMCC2@AM_57,0.0024023368124522562
RP11-779O18.3@AM_57,0.0024023368124522562
FSTL3@cDC2_14,-0.0023977969716080555
RP11-440L14.4@AM_57,0.002397178191833532
ZNF549@cDC2_14,0.0023885026337843456
RRAGA@Tcm-naive_II_34,0.0023858982614369303
CLDN3@B_56,-0.002377553356343167
MRVI1-AS1@B_56,-0.0023589405390007246
KLF6@Tcm-naive_II_34,0.0023507899330500455
MCTS1@AM_54,0.0023468695527669096
CLDN3@AM_10,0.002346631243657927
BCL2L15@AM_55,0.0023371377925774173
RP11-53I6.4@cDC2_14,0.0023336430633171977
HN1L@AZU1_mac_16,0.002332052165315341
EPHA10@AM_25,0.0023314726368850315
AC072062.1@AM_55,0.002304991818147167
NELL2@B_56,-0.0022886456433703468
RP4-635E18.7@B_56,-0.0022749990688744086
PYGO2@B_56,-0.0022687284815348973
BCL2L1@AM_54,0.002263765528291547
LETMD1@Tcm-naive_II_34,-0.002262781962208467
FBXO4@Tcm-naive_II_53,-0.0022521687272870727
CCR10@cDC1_45,0.0022423408671320495
PPP6R3@Tcm-naive_II_53,-0.0022415673854150136
SVBP@Tcm-naive_II_34,-0.002240747072072792
NRP2@B_56,-0.0022372533575452463
RP3-465N24.6@AM_54,0.0022365482802254363
BANK1@AM_55,0.002236114597934071
