gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HS3ST1,4.687311133346274,0.6457310046283529,0.16859589692499957,3.830051717780584,1.2811632963424086e-4,0.05583221793174728
SQLE,3.1546004865831883,-0.727661611272332,0.1966373473897879,-3.700525972972529,2.1515305561366967e-4,0.05583221793174728
HPGD,51.845550248781386,0.7912970636478335,0.24187560332932861,3.2715042474558027,0.0010697698158549094,0.13466935746623704
KMT2E,21.026176330526116,-0.5279488822755907,0.15863021955658085,-3.328173432220963,8.74174272288074e-4,0.13466935746623704
IDH2,4.0058606659908405,0.5178331793680164,0.1609899528535128,3.216555879354786,0.0012973926538173126,0.13466935746623704
NAMPT,15.39869033857121,-0.7175114900132845,0.24376106374993411,-2.943503277247568,0.003245203872507795,0.2105326012289432
TALDO1,8.934559569877905,0.4731721552059942,0.1586841707707966,2.9818484912993872,0.0028651375184563263,0.2105326012289432
GPCPD1,3.5434287569286447,-0.5803291258274226,0.19629991979990405,-2.9563390877539537,0.003113146262326721,0.2105326012289432
PDE7B,4.2853880288088515,-0.5750466885590274,0.1984097941375308,-2.898277734013599,0.003752181567752957,0.2163758037404205
CDIPT,2.946000282717643,0.5355431551078019,0.18788281599029633,2.850410519371082,0.004366283401965676,0.2266101085620186
PIKFYVE,3.7177480700440446,-0.6737708854839819,0.24584816338645907,-2.7405975956991515,0.00613275655697905,0.2893546048247388
ENO1,14.906842366555884,0.36130941986797854,0.13500124033810462,2.6763414837011505,0.007443076546020294,0.29715051749111787
CES1,2.330939086461499,-0.709905295510966,0.26330668921231715,-2.696115687887194,0.007015329736036811,0.29715051749111787
MAN2A1,3.6154458183636122,-0.5318900372561793,0.2042058400213596,-2.6046759348339132,0.009196119384343105,0.2982991225296295
IDS,24.311052839446283,-0.4147488007459359,0.1581458666447528,-2.6225712346791648,0.008726902215406679,0.2982991225296295
RPN2,5.0725446442063005,0.3719090369238085,0.14072730130124894,2.6427639376646517,0.008223234540075742,0.2982991225296295
IDI1,9.56797060046626,-0.37588559099624563,0.15179355239229797,-2.4762948430431364,0.013275389635707787,0.4052898365254319
GAPDH,51.37733719785061,0.43574887262570633,0.1789989091222135,2.4343660794502044,0.014917899002124884,0.4301327545612675
UGCG,2.5447666464578522,-0.5326394344873839,0.22316446639659165,-2.3867573681771357,0.016997705230859642,0.4403711582477915
ACER3,8.548597147518011,-0.3396073975020694,0.14312083974704742,-2.372871750209777,0.01765039135684284,0.4403711582477915
ST8SIA1,3.7011181816883507,-0.3996973190840494,0.16869360126760585,-2.3693685835184257,0.017818486171875956,0.4403711582477915
PTGS2,50.32320659320169,-0.7442248558082576,0.317541452778171,-2.343709299359288,0.01909304629979966,0.45042231952709194
ALDH2,4.042294827300209,-0.4051645948712239,0.1794136264067651,-2.2582710298304662,0.02392876727575318,0.5399578354833
LTA4H,3.1111058466336243,-0.44839897177338095,0.20193142850570125,-2.2205506844157297,0.026381409158088,0.570497973043653
CPT1A,2.72918795442221,-0.49618693766547095,0.22704873776738813,-2.185376331727576,0.028861264793924,0.5888609822847333
ACYP1,2.37237182110285,0.44493105636465774,0.20440223873790284,2.1767425792981445,0.0294997794593508,0.5888609822847333
DEGS1,4.780606680226583,-0.3473863616944241,0.16278946922944693,-2.1339608964803083,0.03284598188749341,0.6043525118054875
