gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACAA2,4.43838562739551,-1.2079577817579272,0.23162419587231978,-5.215162333143297,1.8365632696162529e-7,1.0119463615585554e-4
FDFT1,4.701839828968864,-1.2491461696222659,0.2609995473381005,-4.78600895044509,1.7013047288564432e-6,4.687094527999501e-4
IDS,3.192973865737028,-1.0449344610270022,0.2469730321596483,-4.230965834162556,2.3269001737062748e-5,0.004273739985707191
IMPA2,1.876071331165226,-1.1192627650427556,0.2850335861029488,-3.92677501744829,8.609244147742055e-5,0.011859233813514681
FADS1,3.330284549554402,-0.8822381995371168,0.25333695421733515,-3.482469433891803,4.968119339024648e-4,0.05474867511605162
LTC4S,1.8635006361973567,-1.2379041290315551,0.3660955790454026,-3.3813686913657928,7.212569562824808e-4,0.06623543048527449
ELOVL5,4.736874537113998,-0.8609639363527141,0.26323854815851383,-3.270660556273351,0.0010729661527224918,0.08445776430715614
MMAB,1.29906837189857,-0.9889010655651334,0.3113464834168825,-3.176207595834728,0.001492141302558718,0.1027712322137317
FTH1,360.513563044726,-0.27021741980463737,0.08666450705191035,-3.117971001009472,0.0018210072008832717,0.11148610752074252
SQLE,1.8122706252340681,-1.13943179457884,0.3728386152526073,-3.0560992020819704,0.002242370519090202,0.1150837592177461
CERS5,1.3604605955242135,-1.133297873152751,0.37171811288444456,-3.0488099284660297,0.0022974979154177988,0.1150837592177461
HYI,2.508445748172699,-0.9668808077369911,0.32252464187171104,-2.997850961482758,0.0027189060102799285,0.11523978551263389
DCK,7.663790965045465,-0.6570054674491616,0.21884933509076607,-3.002090306450662,0.0026813262061025863,0.11523978551263389
ASAH1,11.805436410911858,0.6684216976853169,0.23104404977910858,2.8930487425422404,0.0038152208442784265,0.14014577901316086
DUT,23.957921809511816,-0.536245643275226,0.18483846323162553,-2.901158308177685,0.0037178600044776937,0.14014577901316086
MTMR14,2.7513122876522655,-0.6937110226281753,0.25426712519707684,-2.7282765009062624,0.006366621721152398,0.15114366339358903
HSD17B11,8.174289459105564,-0.6509170066709856,0.23366956176703033,-2.785630279565265,0.005342376712968764,0.15114366339358903
ATP6V1F,18.677304030996442,0.4036271847128912,0.14700982001986268,2.7455797487430202,0.006040408461998461,0.15114366339358903
GGH,6.791771503608823,-0.6017259499365343,0.22050008919777184,-2.7289147688136843,0.006354312486071197,0.15114366339358903
NUDT2,1.6963914746708808,-0.7937079664161155,0.2935661546191536,-2.7036766804599837,0.006857697976115655,0.15114366339358903
NADSYN1,1.3875455221219282,-0.9999685515446681,0.36431403335635687,-2.744798333273482,0.006054809270599327,0.15114366339358903
KMT2A,3.4228973700726093,-1.035917494608633,0.38277678683878985,-2.706322666961828,0.00680329068808302,0.15114366339358903
GAA,3.327566002569686,-0.7673407177207805,0.2747752352601764,-2.7926123582214704,0.0052284306157931205,0.15114366339358903
TYMS,16.606233400113183,-0.5259744466019844,0.1909582681498757,-2.754394725601342,0.0058800803426346145,0.15114366339358903
GPCPD1,2.5181701045427674,-0.813059811383062,0.2875694254193458,-2.8273513785320676,0.004693479621637641,0.15114366339358903
PIGX,2.6671743653053586,-0.8981462933238722,0.3433754273462524,-2.6156393899968875,0.008906056131922255,0.16357456428963876
PGAM1,15.616060048244318,0.4411217875142534,0.1680142669317244,2.625501962244142,0.008652131021281054,0.16357456428963876
ALDOA,38.91983815886292,0.46832867622260343,0.17816351419639048,2.628645255090571,0.008572573570593336,0.16357456428963876
PANK2,2.041038388746947,-0.7714211612177174,0.29026894267979153,-2.657608334174098,0.007869729265287754,0.16357456428963876
CBR3,1.7181398549269546,-0.9472554128529787,0.36165692887025486,-2.619209912034641,0.00881336962119952,0.16357456428963876
CYB5R1,1.852311340402563,-0.7892270891186597,0.3040972284899599,-2.595311680536138,0.00945051758986446,0.16733225425123863
PAFAH1B2,4.572170291856718,-0.8964414840750978,0.34669141310394813,-2.5857043185731245,0.009718025655244348,0.16733225425123863
GPAT3,3.143369691413699,-0.9462942597853379,0.36995799457808065,-2.5578424406385407,0.010532380104573125,0.175858831443024
DHRS3,1.4857278255895774,0.9149914299439282,0.36278186728067424,2.522153151706518,0.011663891376747006,0.17830778552291346
PIGC,1.9603612111076973,-0.8633030174834411,0.34470904388574897,-2.504439708781113,0.012264550624002777,0.17830778552291346
GMPR2,1.3964698640416604,-0.7830721067700128,0.31278996341566995,-2.503507779529933,0.012296897695245734,0.17830778552291346
TK1,14.734373909511385,-0.4152841250962143,0.16340869574553546,-2.541383267282827,0.011041480955776135,0.17830778552291346
