Feature,Value
MAG@B_56,0.04898360657392779
ARPC2@DC3_29,0.04416805384436676
HIC1@B_56,0.040688805651797
SYCP2@AM_57,-0.040127289678833854
PRR29-AS1@AM_57,-0.037849694087079035
STX17-AS1@B_56,0.03604018709059992
F2RL1@B_56,0.035751492149145477
MIR497HG@B_56,0.030197371040276946
ADAT3@T_Nklike_20,-0.027942863376309073
TMEM130@B_56,0.027341277312023956
RP11-474G23.3@B_56,0.02534083578613942
C12orf42@Treg_19,0.024089577086123283
FCRLB@IgA_31,0.023575307244434466
ZBED2@B_56,0.02320473775377631
H2AFZ@cDC2_14,0.023198602447260755
CABLES2@AM_55,-0.023056135515901494
TBC1D30@B_56,0.022510328931481315
TRAT1@CD8 Trm_48,0.021564343033615877
RP5-947P14.1@B_56,0.02155278395627631
WFIKKN2@AM_57,-0.02152336794380356
SGCB@IgG_9,0.021326166078067855
CLDN23@T_Nklike_20,-0.020435799548029706
SELP@AM_25,-0.02042191169185566
CIITA@IgG_9,0.02031303638552459
SUCNR1@B_56,0.019709861182392832
DUSP2@Tcm-naive_II_34,0.01954131014004754
MYADM@CD8 Trm_48,-0.01938573016745649
RP1-43E13.2@Treg_19,0.019164354741559676
SLITRK4@MoMac-IV_47,-0.018949783090694356
SLC39A14@DC3_30,0.01874650587809405
WFIKKN1@AM_55,-0.018640845150441697
TMED9@DC3_29,0.018614870649773112
RP11-421L21.2@AM_55,-0.018376714093963405
MYADM@Treg_19,-0.018015034881193562
NFRKB@AM_55,-0.017864656678682717
RP11-1017G21.5@Treg_19,0.017604778125901815
HIST2H2BF@DC3_30,0.017456623553189856
GINS3@AM_55,-0.017357776084406626
TMEM169@MoMac-III_38,0.01708815857587777
VWCE@B_56,0.016645440382067542
TSR1@IgG_9,0.016635264729311587
RP11-421F16.3@B_56,0.016633142777152492
C9orf64@IgG_9,0.016443262924544913
LINC00881@MoMac-III_33,0.01615187854532764
KIAA1161@Tcm-naive_II_53,0.01614215610142324
EZR@Tcm-naive_II_34,-0.016003438667324357
AGBL3@B_56,0.01589268485334593
AC011747.4@B_56,0.015852462715927138
TIGIT@IgG_9,0.0156440385503226
H2AFZ@Tcm-naive_II_53,0.015493040817861382
POLR3H@IgG_9,0.015429835509967758
RP11-996F15.2@AM_55,-0.015112433874160279
IFITM10@DC3_52,0.01495519350069493
ZFP92@AZU1_mac_16,0.014933821991083677
RP11-568J23.4@B_56,0.014922929690548255
RP1-198K11.5@AM_55,-0.014892918187257548
KRTAP5-AS1@Tcm-naive_II_53,0.014793441180950107
CTDP1@IgG_9,0.014729890990013523
KCNE5@DC3_30,0.014648624241802861
CATSPER1@IgA_31,0.014559070005336164
LINC00924@AM_57,-0.014535105050767926
STXBP5-AS1@Treg_19,0.014528380068271587
CCDC125@Treg_19,0.014485716128574928
PCDHA4@Treg_19,0.01442599882932156
CYB561A3@IgG_9,0.01436305831858445
LSM14B@IgG_9,0.014360365886815468
MYDGF@DC3_29,0.014183709729343732
NUP50-AS1@B_56,0.013968343406424496
RP11-806H10.4@IgG_9,0.013952623250832361
TLR10@Tcm-naive_I_39,0.01393211547140447
TIGIT@CD8 Trm_48,0.013929677816823659
COMMD8@IgG_9,0.013851795303070425
STX17-AS1@T_Nklike_20,-0.013836860402316612
RP11-429J17.2@Treg_19,0.013824446792432861
IPCEF1@DC3_52,0.013706691069892371
RASA3@AM_55,-0.013660316010643657
ZNF275@Treg_19,0.013655246498381676
RP11-588H23.3@IgA_31,0.013416789991186819
CNTN4@IgG_9,0.013370643029655961
RWDD3@NK_13,-0.013319298075063369
CEMIP@CD14 mono_2,-0.013310124739620587
RP1-28O10.1@T_Nklike_20,-0.013297031550995616
RBM7@IgG_9,0.013271573509343316
PAM@CD16 mono_23,-0.013264597728314167
ATG9A@MoMac-II_42,0.013214949837730904
SCOC-AS1@CD14 mono_58,-0.013186081556721366
CATSPER1@CD4 Trm_59,-0.01313443146962166
ARPC2@cDC2_14,0.013058422426954588
TRIOBP@MoMac-II_42,0.013056927383618772
PAN2@IgG_46,0.013040361372270003
MYADM@DC3_29,-0.013029412031912976
SLC52A1@CD8 Trm_48,0.01301792515812632
EZR@Tcm-naive_I_51,-0.01297491528897462
TIGIT@Tcm-naive_II_53,0.01292301295853999
PKIA-AS1@Tcm-naive_I_39,0.012873440926741815
STARD9@MoMac-IV_5,-0.012827187936885148
RP11-98D18.9@Treg_19,0.01278101383914828
CDH20@DC3_30,0.012779838983805487
MLKL@MoMac-II_42,0.012725826137940115
CRYGS@CD4 Trm_59,-0.012528320849547333
GTF2H5@IgG_9,0.01246292644349319
RP1-28O10.1@MoMac-IV_47,-0.012461112350441913
NUDT6@AM_55,-0.012411911985998569
ARMC10@IgG_9,0.012313213023878796
WHSC1@IgG_9,0.012306609921420675
PANX1@DC3_52,0.012301310141289181
RP11-403P17.3@AM_55,-0.012301121320433522
TRBV27@CD8 Trm_48,0.012289718083079222
WWC3@IgG_9,0.012233658234863103
RNF7@DC3_29,0.012175379725096977
METTL21B@IgG_46,0.012027310770324076
PIK3AP1@IgG_9,0.012008353149983799
TTLL5@AM_57,-0.011982168083222356
HIST1H4E@IgG_46,0.011953874424212032
RASA3@AM_25,-0.011948311059306556
SOD2@MoMac-I_35,0.011941057092039098
FBXO10@AM_55,-0.011905595608425138
ATG9A@AM_57,-0.0119028041968103
D2HGDH@IgA_31,0.011835609753571908
CC2D2A@DC3_52,0.011808554012449965
FCGRT@cDC2_14,-0.011798092813207341
NLN@MoMac-II_42,0.01178956953174514
