category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,9/73,57/1700,0.15789473684210525,3.6770007209805335,4.35342911373382,5.143883217042972e-4,0.043814253093069994,0.04185704850996515,51/3992/3033/37/10449/64834/401494/60481/3030,9
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,6/73,27/1700,0.2222222222222222,5.175038051750381,4.630828449004084,7.363740015642016e-4,0.043814253093069994,0.04185704850996515,3033/10449/64834/401494/60481/3030,6
