gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CHIT1,4.602186638906374,1.7931712634884447,0.3839820904367501,4.669934635359817,3.0129558875083997e-6,1.017900499553107e-4
GPX1,62.20628479909,1.4261129059186572,0.2947661865754646,4.838115668852509,1.3107585757760067e-6,7.295715273279696e-5
GAPDH,132.5034791089591,1.353424495594258,0.37989900264100884,3.562590283694944,3.672135583444176e-4,0.0031422988778329448
LDHA,27.63378291008949,1.3468482099968864,0.28860013608841795,4.666831513843274,3.058799497822358e-6,1.017900499553107e-4
FTL,2908.7860877238654,1.339664558214478,0.446585933865269,2.9997912084231535,0.002701647308209288,0.01586555625115062
TPI1,26.734831287622246,1.338077520598064,0.29074812449470944,4.6021879691348175,4.1807562635329465e-6,1.2521365009281174e-4
FBP1,14.869226679257775,1.3180936131026635,0.26124127840281236,5.0455028438127325,4.523301661267455e-7,3.386822118874007e-5
COX7C,23.36226852421318,1.2841529248009274,0.23862985951024132,5.381358927321562,7.392562601154472e-8,1.0795302030480376e-5
GLUL,52.22182916849416,1.2375176279085078,0.3187403151696696,3.882526210246611,1.0337686947633947e-4,0.0010863639441460937
SAT1,146.27880169506983,1.1767481928031491,0.36896804564868213,3.1892956766332166,0.00142619920461097,0.009598801388336754
UQCRB,24.630789282194257,1.1507417905638861,0.24369558165853167,4.7220461804527725,2.3348364821363554e-6,9.402704014564095e-5
COX5B,17.12574203207669,1.1436152284526935,0.21766070566639778,5.2541189047024375,1.4873477200978927e-7,1.4848688072310628e-5
ALDOA,33.18507278177732,1.1366293124451619,0.29571442528404207,3.8436721893204813,1.2120688623346126e-4,0.0012100487475640547
COX4I1,24.955020159762526,1.0967378719174947,0.22502081549603992,4.873939637538981,1.0939442784025542e-6,7.280806919590333e-5
UQCR10,11.607662671174468,1.0864672714578776,0.203244615302004,5.345614051538245,9.011103531285789e-8,1.0795302030480376e-5
HNMT,5.508998679576007,1.0841806360979849,0.17754385836303294,6.106551057829924,1.0180707841175137e-9,6.098243996863908e-7
PSAP,56.380307623315026,1.0823095601566128,0.30582146018379047,3.5390242382145907,4.016089757611521e-4,0.0033882222039567623
GPX4,30.482923392822965,1.044892121305891,0.26188211780600723,3.989933066296299,6.609194346751607e-5,7.469636629630589e-4
UQCR11,14.190107308849571,1.0392679920025907,0.21750210551374255,4.778197385941747,1.768737068155626e-6,8.149796183270925e-5
COX5A,8.092308003680285,1.0221447165606543,0.18664787015815723,5.476326709190594,4.3424561947645654e-8,8.670437535546581e-6
UQCRH,12.676007234063858,1.020096499914689,0.2011655817821447,5.070929583865982,3.9587723949441785e-7,3.386822118874007e-5
PKM,19.008665510655646,1.0139484693542606,0.22943089676638662,4.419406817673267,9.897218409882653e-6,2.2801668567383498e-4
NDUFS5,11.718029796409594,0.999936775330157,0.20686520827584495,4.833760029848947,1.3397807680480244e-6,7.295715273279696e-5
ATP6V1F,30.658321376802235,0.978043396424302,0.26213279450455934,3.7310989579645697,1.906463131523854e-4,0.0018720842881685058
LIPA,11.395162884239932,0.9778061285126352,0.22404218394181832,4.364384024959167,1.2748145898369196e-5,2.773927168433851e-4
COX7B,14.4825626188625,0.970969938864239,0.20272418664062852,4.789610726545859,1.671051690656919e-6,8.149796183270925e-5
COX6B1,21.222324785671574,0.9691403657533725,0.22888976354641993,4.234092214249792,2.294767742306559e-5,3.617278625372707e-4
COX7A2,18.462979546903973,0.9599694899103465,0.2384263612694778,4.02627245074363,5.666802561781893e-5,6.786466075145129e-4
COX6C,14.582487722120677,0.9598972029399385,0.21114316717705287,4.546191173380583,5.46254238155702e-6,1.3590764283047814e-4
EZH1,1.5698466899571366,-0.9582427871569298,0.3057660809634406,-3.133908065072475,0.0017249489066355065,0.011230917337768135
GSTO1,21.92136791963712,0.944682782170398,0.258820589945669,3.64995220190443,2.6228911160522405e-4,0.0023449429530078988
NDUFB4,7.147871115352028,0.9401436369738575,0.17041836815296624,5.5166801980523115,3.454632484301587e-8,8.670437535546581e-6
COX8A,17.460594453251282,0.9359502223156451,0.2278078643772787,4.108507074038466,3.9822500918319525e-5,5.185582184798564e-4
ATP6V0E1,17.190979498678814,0.9240528698859388,0.22547106613442155,4.0983212867545324,4.161573684619728e-5,5.303792844866419e-4
GUK1,14.960398428426025,0.9227128310459768,0.2012842115562544,4.58412919678054,4.558823085248074e-6,1.3003500133636174e-4
NDUFA4,14.624782557224544,0.9204965358497178,0.22227128542981633,4.141320072314833,3.4531269610463754e-5,4.7009614765154066e-4
UQCRQ,13.420149934451404,0.9191412338445685,0.21398277730260404,4.295398187793234,1.7438005412758788e-5,3.22700355459585e-4
ATP6V1G1,19.025594808687075,0.9137200305593625,0.24529783433100913,3.724941286380755,1.9536068651541965e-4,0.0018874363100441353
ATP6V0B,15.394483143746664,0.89617273499151,0.2234245305449835,4.011075833103642,6.044269065498265e-5,6.962533019679733e-4
TMEM258,10.207884209211212,0.8944135505691398,0.19708331503057436,4.538250995171183,5.672272238333812e-6,1.3590764283047814e-4
PGAM1,7.727624781935687,0.8861426563162127,0.18932255384919197,4.6805974158899435,2.860401521501281e-6,1.017900499553107e-4
PLCB2,1.5675698010497916,-0.8801437753019014,0.2942182739908479,-2.991465361289148,0.0027764203439342642,0.01614636685453033
BLVRB,10.020087899290573,0.8743700903315077,0.2030254040372879,4.306702870400001,1.6570595564374793e-5,3.2018666913098394e-4
SDS,7.79264802120624,0.8621015707924929,0.2689715759869107,3.2051772297101255,0.0013497934033048777,0.009293405156087606
SGMS2,1.9901000573417311,-0.8607749474463836,0.2527502492498995,-3.4056344157956393,6.601050922037409e-4,0.0050267924964297285
ASAH1,19.011773120502745,0.8529678644247716,0.2120917240784032,4.021693293932855,5.778126374497522e-5,6.786466075145129e-4
UPP1,11.162420663749007,0.84733020472966,0.19431202407128426,4.360667893711061,1.2966604460124848e-5,2.773927168433851e-4
COX6A1,13.181940499648524,0.8447862701516157,0.20034338376386934,4.216691633537077,2.479126172198294e-5,3.730522980619944e-4
ENO1,25.773401823037293,0.8438069522527275,0.28646770963290835,2.9455569471826926,0.003223737988419593,0.018217160896823927
NDUFB2,13.151786869947081,0.8430067905237435,0.1999732204838864,4.215598411046603,2.49116726585639e-5,3.730522980619944e-4
NDUFA1,11.337320857545855,0.8371511987199389,0.20159987307835261,4.152538322256665,3.288076694953497e-5,4.580367302970104e-4
APRT,6.993928225375458,0.8338216033268853,0.17981343400170047,4.637148542077228,3.5324855434715935e-6,1.1136625476523602e-4
NDUFB5,4.946929206786091,0.8287206882219912,0.18250215258832211,4.540881718208397,5.6019454886853246e-6,1.3590764283047814e-4
NDUFA2,7.369406236067465,0.8278078791007916,0.1753706905406208,4.720331981067543,2.3546003375369187e-6,9.402704014564095e-5
MGAT1,9.763843341728323,0.8277759492361655,0.19420445042305878,4.262394334593889,2.0224813949262128e-05,3.3651843210022263e-4
NPL,5.199368905552008,0.8259052199795777,0.19305745088000117,4.278028204634982,1.885561342418276e-5,3.22700355459585e-4
GSTP1,14.870847727664144,0.8256341197777615,0.20230705409016175,4.081094074998506,4.482420666072108e-5,5.593687456202485e-4
MGAT5,1.614339014550969,-0.8165950280843101,0.2923778255306706,-2.7929444601422033,0.005223065891584111,0.026970831629817952
CYCS,10.26168411652861,0.813728469351996,0.187854898193571,4.331686195978277,1.4797173674822346e-5,2.954502343739528e-4
